Process code;Routing Type;Item code;Refill code;Bulk code;Bulk size;Bulk size_FM;Priority;Packing line code;Packing ALT.;Packing loss rate;Packing production rate;Packing production rate with chane over;Eficiency of packing;Filling code;Filling ALT.;Filling loss rate;Filling production rate;Filling production rate with change over;Eficiency of Filling
STD;RR01;MY-RLEVCL03-W;;;;;NOMINAL_LINE;VMP13;1;0;600;600;1;;;;;;
STD;RR01;MY-RLEVCL01-W;;;;;NOMINAL_LINE;VMP15;1;0;600;600;1;;;;;;
STD;RR01;MY-RLEVCL03-W;;;;;NOMINAL_LINE;VMP12;1;0;600;600;1;;;;;;
STD;RR01;MY-CONSMULCC-EM;;;;;NOMINAL_LINE;VMP11;1;0;600;600;1;;;;;;
STD;RR01;MY-MCDMM-W;;;;;NOMINAL_LINE;VMP15;1;0;600;600;1;;;;;;
STD;RR01;MY-RFWSB-W;;;;;NOMINAL_LINE;VMP10;1;0;600;600;1;;;;;;
STD;RR01;MY-RCUSEFC02-W;;;;;NOMINAL_LINE;VMP10;1;0;600;600;1;;;;;;
STD;RR01;MY-RCUSEFC03-W;;;;;NOMINAL_LINE;VMP10;1;0;600;600;1;;;;;;
STD;RR01;MY-RCUSEFC04-W;;;;;NOMINAL_LINE;VMP10;1;0;600;600;1;;;;;;
STD;RR01;MY-RAASTG-W;;;;;NOMINAL_LINE;VMP10;1;0;600;600;1;;;;;;
STD;RR01;MY-RDDCCDL-W;;;;;NOMINAL_LINE;VMP10;1;0;600;600;1;;;;;;
STD;RR01;MY-RDDCCDN-W;;;;;NOMINAL_LINE;VMP10;1;0;600;600;1;;;;;;
STD;RR01;MY-RCUSEFC01-W;;;;;NOMINAL_LINE;VMP10;1;0;600;600;1;;;;;;
STD;RR01;MY-RFRELF05-W;;;;;NOMINAL_LINE;VMP10;1;0;600;600;1;;;;;;
STD;RR01;MY-RFWAH-W;;;;;NOMINAL_LINE;VMP10;1;0;300;300;1;;;;;;
OEMNDC;RR02;EB-IPEM01-W;;;;;NOMINAL_LINE;;;;;;;;;;;;
OEMNDC;RR02;EB-IPEM02-W;;;;;NOMINAL_LINE;;;;;;;;;;;;
OEMNDC;RR02;EB-REPBL-W;;;;;NOMINAL_LINE;;;;;;;;;;;;
OEMNDC;RR02;EB-REPBR-W;;;;;NOMINAL_LINE;;;;;;;;;;;;
STD;RR01;MY-BRORNBO-KA;;;;;NOMINAL_LINE;VMP10;1;0;600;600;1;;;;;;
STD;RR01;MY-FTNDATE-W;;;;;NOMINAL_LINE;VMP10;1;0;600;600;1;;;;;;
STD;RR01;MY-SRMRAGIS-W;;;;;NOMINAL_LINE;VMP10;1;0;300;300;1;;;;;;
